"","name","case","taxonomy_id","taxonomy_lvl","kraken_assigned_reads","added_reads","new_est_reads","fraction_total_reads","group","sex","group_shuffle","name_rank","rank"
"116","Acidovorax avenae","22.unmapped",80867,"S",298,4860,5158,6.59e-05,"malt","male","control","Bacteria","superkingdom"
"117","Acidovorax avenae","22.unmapped",80867,"S",298,4860,5158,6.59e-05,"malt","male","control","Proteobacteria","phylum"
"118","Acidovorax avenae","22.unmapped",80867,"S",298,4860,5158,6.59e-05,"malt","male","control","Burkholderiales","order"
"119","Acidovorax avenae","22.unmapped",80867,"S",298,4860,5158,6.59e-05,"malt","male","control","Betaproteobacteria","class"
"120","Acidovorax avenae","22.unmapped",80867,"S",298,4860,5158,6.59e-05,"malt","male","control","Comamonadaceae","family"
"121","Acidovorax avenae","22.unmapped",80867,"S",298,4860,5158,6.59e-05,"malt","male","control","cellular organisms","no rank"
"122","Acidovorax avenae","22.unmapped",80867,"S",298,4860,5158,6.59e-05,"malt","male","control","Acidovorax avenae","species"
"123","Acidovorax avenae","27.unmapped",80867,"S",48,890,938,5.05e-05,"malt","fem","malt","Acidovorax","genus"
"124","Acidovorax avenae","27.unmapped",80867,"S",48,890,938,5.05e-05,"malt","fem","malt","Bacteria","superkingdom"
"125","Acidovorax avenae","27.unmapped",80867,"S",48,890,938,5.05e-05,"malt","fem","malt","Proteobacteria","phylum"
"126","Acidovorax avenae","27.unmapped",80867,"S",48,890,938,5.05e-05,"malt","fem","malt","Burkholderiales","order"
"127","Acidovorax avenae","27.unmapped",80867,"S",48,890,938,5.05e-05,"malt","fem","malt","Betaproteobacteria","class"
"128","Acidovorax avenae","27.unmapped",80867,"S",48,890,938,5.05e-05,"malt","fem","malt","Comamonadaceae","family"
"129","Acidovorax avenae","27.unmapped",80867,"S",48,890,938,5.05e-05,"malt","fem","malt","cellular organisms","no rank"
"130","Acidovorax avenae","27.unmapped",80867,"S",48,890,938,5.05e-05,"malt","fem","malt","Acidovorax avenae","species"
"131","Acidovorax avenae","17.unmapped",80867,"S",130,2371,2501,5.22e-05,"control","male","malt","Acidovorax","genus"
"132","Acidovorax avenae","17.unmapped",80867,"S",130,2371,2501,5.22e-05,"control","male","malt","Bacteria","superkingdom"
"133","Acidovorax avenae","17.unmapped",80867,"S",130,2371,2501,5.22e-05,"control","male","malt","Proteobacteria","phylum"
"134","Acidovorax avenae","17.unmapped",80867,"S",130,2371,2501,5.22e-05,"control","male","malt","Burkholderiales","order"
"135","Acidovorax avenae","17.unmapped",80867,"S",130,2371,2501,5.22e-05,"control","male","malt","Betaproteobacteria","class"
"136","Acidovorax avenae","17.unmapped",80867,"S",130,2371,2501,5.22e-05,"control","male","malt","Comamonadaceae","family"
"137","Acidovorax avenae","17.unmapped",80867,"S",130,2371,2501,5.22e-05,"control","male","malt","cellular organisms","no rank"
"138","Acidovorax avenae","17.unmapped",80867,"S",130,2371,2501,5.22e-05,"control","male","malt","Acidovorax avenae","species"
"139","Acidovorax avenae","23.unmapped",80867,"S",19,1099,1118,7.79e-05,"malt","male","malt","Acidovorax","genus"
"140","Acidovorax avenae","23.unmapped",80867,"S",19,1099,1118,7.79e-05,"malt","male","malt","Bacteria","superkingdom"
"141","Acidovorax avenae","23.unmapped",80867,"S",19,1099,1118,7.79e-05,"malt","male","malt","Proteobacteria","phylum"
"142","Acidovorax avenae","23.unmapped",80867,"S",19,1099,1118,7.79e-05,"malt","male","malt","Burkholderiales","order"
"143","Acidovorax avenae","23.unmapped",80867,"S",19,1099,1118,7.79e-05,"malt","male","malt","Betaproteobacteria","class"
"144","Acidovorax avenae","23.unmapped",80867,"S",19,1099,1118,7.79e-05,"malt","male","malt","Comamonadaceae","family"
"145","Acidovorax avenae","23.unmapped",80867,"S",19,1099,1118,7.79e-05,"malt","male","malt","cellular organisms","no rank"
"146","Acidovorax avenae","23.unmapped",80867,"S",19,1099,1118,7.79e-05,"malt","male","malt","Acidovorax avenae","species"
"147","Acidovorax avenae","25.unmapped",80867,"S",140,2008,2148,5.31e-05,"control","fem","malt","Acidovorax","genus"
"148","Acidovorax avenae","25.unmapped",80867,"S",140,2008,2148,5.31e-05,"control","fem","malt","Bacteria","superkingdom"
"149","Acidovorax avenae","25.unmapped",80867,"S",140,2008,2148,5.31e-05,"control","fem","malt","Proteobacteria","phylum"
"150","Acidovorax avenae","25.unmapped",80867,"S",140,2008,2148,5.31e-05,"control","fem","malt","Burkholderiales","order"
"151","Acidovorax avenae","25.unmapped",80867,"S",140,2008,2148,5.31e-05,"control","fem","malt","Betaproteobacteria","class"
"152","Acidovorax avenae","25.unmapped",80867,"S",140,2008,2148,5.31e-05,"control","fem","malt","Comamonadaceae","family"
"153","Acidovorax avenae","25.unmapped",80867,"S",140,2008,2148,5.31e-05,"control","fem","malt","cellular organisms","no rank"
"154","Acidovorax avenae","25.unmapped",80867,"S",140,2008,2148,5.31e-05,"control","fem","malt","Acidovorax avenae","species"
"155","Acidovorax avenae","18.unmapped",80867,"S",159,2479,2638,4.88e-05,"control","male","control","Acidovorax","genus"
"156","Acidovorax avenae","18.unmapped",80867,"S",159,2479,2638,4.88e-05,"control","male","control","Bacteria","superkingdom"
"157","Acidovorax avenae","18.unmapped",80867,"S",159,2479,2638,4.88e-05,"control","male","control","Proteobacteria","phylum"
"158","Acidovorax avenae","18.unmapped",80867,"S",159,2479,2638,4.88e-05,"control","male","control","Burkholderiales","order"
"159","Acidovorax avenae","18.unmapped",80867,"S",159,2479,2638,4.88e-05,"control","male","control","Betaproteobacteria","class"
"160","Acidovorax avenae","18.unmapped",80867,"S",159,2479,2638,4.88e-05,"control","male","control","Comamonadaceae","family"
"161","Acidovorax avenae","18.unmapped",80867,"S",159,2479,2638,4.88e-05,"control","male","control","cellular organisms","no rank"
"162","Acidovorax avenae","18.unmapped",80867,"S",159,2479,2638,4.88e-05,"control","male","control","Acidovorax avenae","species"
"163","Acidovorax avenae","29.unmapped",80867,"S",211,2864,3075,6.08e-05,"malt","fem","malt","Acidovorax","genus"
"164","Acidovorax avenae","29.unmapped",80867,"S",211,2864,3075,6.08e-05,"malt","fem","malt","Bacteria","superkingdom"
"165","Acidovorax avenae","29.unmapped",80867,"S",211,2864,3075,6.08e-05,"malt","fem","malt","Proteobacteria","phylum"
"166","Acidovorax avenae","29.unmapped",80867,"S",211,2864,3075,6.08e-05,"malt","fem","malt","Burkholderiales","order"
"167","Acidovorax avenae","29.unmapped",80867,"S",211,2864,3075,6.08e-05,"malt","fem","malt","Betaproteobacteria","class"
"168","Acidovorax avenae","29.unmapped",80867,"S",211,2864,3075,6.08e-05,"malt","fem","malt","Comamonadaceae","family"
"169","Acidovorax avenae","29.unmapped",80867,"S",211,2864,3075,6.08e-05,"malt","fem","malt","cellular organisms","no rank"
"170","Acidovorax avenae","29.unmapped",80867,"S",211,2864,3075,6.08e-05,"malt","fem","malt","Acidovorax avenae","species"
"171","Acidovorax avenae","28.unmapped",80867,"S",206,4824,5030,5.91e-05,"malt","fem","control","Acidovorax","genus"
"172","Acidovorax avenae","28.unmapped",80867,"S",206,4824,5030,5.91e-05,"malt","fem","control","Bacteria","superkingdom"
"173","Acidovorax avenae","28.unmapped",80867,"S",206,4824,5030,5.91e-05,"malt","fem","control","Proteobacteria","phylum"
"174","Acidovorax avenae","28.unmapped",80867,"S",206,4824,5030,5.91e-05,"malt","fem","control","Burkholderiales","order"
"175","Acidovorax avenae","28.unmapped",80867,"S",206,4824,5030,5.91e-05,"malt","fem","control","Betaproteobacteria","class"
"176","Acidovorax avenae","28.unmapped",80867,"S",206,4824,5030,5.91e-05,"malt","fem","control","Comamonadaceae","family"
"177","Acidovorax avenae","28.unmapped",80867,"S",206,4824,5030,5.91e-05,"malt","fem","control","cellular organisms","no rank"
"178","Acidovorax avenae","28.unmapped",80867,"S",206,4824,5030,5.91e-05,"malt","fem","control","Acidovorax avenae","species"
"179","Acidovorax carolinensis","17.unmapped",553814,"S",288,4018,4306,9.08e-05,"control","male","malt","Proteobacteria","phylum"
"180","Acidovorax carolinensis","17.unmapped",553814,"S",288,4018,4306,9.08e-05,"control","male","malt","Betaproteobacteria","class"
"181","Acidovorax carolinensis","17.unmapped",553814,"S",288,4018,4306,9.08e-05,"control","male","malt","Acidovorax","genus"
"182","Acidovorax carolinensis","17.unmapped",553814,"S",288,4018,4306,9.08e-05,"control","male","malt","Comamonadaceae","family"
"183","Acidovorax carolinensis","17.unmapped",553814,"S",288,4018,4306,9.08e-05,"control","male","malt","cellular organisms","no rank"
"184","Acidovorax carolinensis","17.unmapped",553814,"S",288,4018,4306,9.08e-05,"control","male","malt","Acidovorax carolinensis","species"
"185","Acidovorax carolinensis","17.unmapped",553814,"S",288,4018,4306,9.08e-05,"control","male","malt","Burkholderiales","order"
"186","Acidovorax carolinensis","17.unmapped",553814,"S",288,4018,4306,9.08e-05,"control","male","malt","Bacteria","superkingdom"
"187","Acidovorax carolinensis","18.unmapped",553814,"S",442,5664,6106,0.000112183,"control","male","control","Proteobacteria","phylum"
"188","Acidovorax carolinensis","18.unmapped",553814,"S",442,5664,6106,0.000112183,"control","male","control","Betaproteobacteria","class"
"189","Acidovorax carolinensis","18.unmapped",553814,"S",442,5664,6106,0.000112183,"control","male","control","Acidovorax","genus"
"190","Acidovorax carolinensis","18.unmapped",553814,"S",442,5664,6106,0.000112183,"control","male","control","Comamonadaceae","family"
"191","Acidovorax carolinensis","18.unmapped",553814,"S",442,5664,6106,0.000112183,"control","male","control","cellular organisms","no rank"
"192","Acidovorax carolinensis","18.unmapped",553814,"S",442,5664,6106,0.000112183,"control","male","control","Acidovorax carolinensis","species"
"193","Acidovorax carolinensis","18.unmapped",553814,"S",442,5664,6106,0.000112183,"control","male","control","Burkholderiales","order"
"194","Acidovorax carolinensis","18.unmapped",553814,"S",442,5664,6106,0.000112183,"control","male","control","Bacteria","superkingdom"
"195","Acidovorax carolinensis","27.unmapped",553814,"S",89,1205,1294,6.94e-05,"malt","fem","malt","Proteobacteria","phylum"
"196","Acidovorax carolinensis","27.unmapped",553814,"S",89,1205,1294,6.94e-05,"malt","fem","malt","Betaproteobacteria","class"
"197","Acidovorax carolinensis","27.unmapped",553814,"S",89,1205,1294,6.94e-05,"malt","fem","malt","Acidovorax","genus"
"198","Acidovorax carolinensis","27.unmapped",553814,"S",89,1205,1294,6.94e-05,"malt","fem","malt","Comamonadaceae","family"
"199","Acidovorax carolinensis","27.unmapped",553814,"S",89,1205,1294,6.94e-05,"malt","fem","malt","cellular organisms","no rank"
"200","Acidovorax carolinensis","27.unmapped",553814,"S",89,1205,1294,6.94e-05,"malt","fem","malt","Acidovorax carolinensis","species"
"201","Acidovorax carolinensis","27.unmapped",553814,"S",89,1205,1294,6.94e-05,"malt","fem","malt","Burkholderiales","order"
"202","Acidovorax carolinensis","27.unmapped",553814,"S",89,1205,1294,6.94e-05,"malt","fem","malt","Bacteria","superkingdom"
"203","Acidovorax carolinensis","25.unmapped",553814,"S",1447,17794,19241,0.000476137,"control","fem","malt","Proteobacteria","phylum"
"204","Acidovorax carolinensis","25.unmapped",553814,"S",1447,17794,19241,0.000476137,"control","fem","malt","Betaproteobacteria","class"
"205","Acidovorax carolinensis","25.unmapped",553814,"S",1447,17794,19241,0.000476137,"control","fem","malt","Acidovorax","genus"
"206","Acidovorax carolinensis","25.unmapped",553814,"S",1447,17794,19241,0.000476137,"control","fem","malt","Comamonadaceae","family"
"207","Acidovorax carolinensis","25.unmapped",553814,"S",1447,17794,19241,0.000476137,"control","fem","malt","cellular organisms","no rank"
"208","Acidovorax carolinensis","25.unmapped",553814,"S",1447,17794,19241,0.000476137,"control","fem","malt","Acidovorax carolinensis","species"
"209","Acidovorax carolinensis","25.unmapped",553814,"S",1447,17794,19241,0.000476137,"control","fem","malt","Burkholderiales","order"
"210","Acidovorax carolinensis","25.unmapped",553814,"S",1447,17794,19241,0.000476137,"control","fem","malt","Bacteria","superkingdom"
"211","Acidovorax carolinensis","26.unmapped",553814,"S",1129,15540,16669,0.000394782,"control","fem","control","Proteobacteria","phylum"
"212","Acidovorax carolinensis","26.unmapped",553814,"S",1129,15540,16669,0.000394782,"control","fem","control","Betaproteobacteria","class"
"213","Acidovorax carolinensis","26.unmapped",553814,"S",1129,15540,16669,0.000394782,"control","fem","control","Acidovorax","genus"
"214","Acidovorax carolinensis","26.unmapped",553814,"S",1129,15540,16669,0.000394782,"control","fem","control","Comamonadaceae","family"
"215","Acidovorax carolinensis","26.unmapped",553814,"S",1129,15540,16669,0.000394782,"control","fem","control","cellular organisms","no rank"
"216","Acidovorax carolinensis","26.unmapped",553814,"S",1129,15540,16669,0.000394782,"control","fem","control","Acidovorax carolinensis","species"
"217","Acidovorax carolinensis","26.unmapped",553814,"S",1129,15540,16669,0.000394782,"control","fem","control","Burkholderiales","order"
